"","Arousal","Valence","Identifier","Color"
"AF07_HC.png",-0.75,1.05,"Positive faces","purple"
"AF07_HO.png",-0.65,1.4,"Positive faces","purple"
"AF08_HC.png",-0.75,1.75,"Positive faces","purple"
"AF08_HO.png",-0.7,1.4,"Positive faces","purple"
"AF09_HC.png",-0.9,1.35,"Positive faces","purple"
"AF09_HO.png",-0.85,1.55,"Positive faces","purple"
"AF10_HC.png",-0.8,1.35,"Positive faces","purple"
"AF10_HO.png",-0.75,1.575,"Positive faces","purple"
"AF11_HC.png",-0.9,1.3,"Positive faces","purple"
"AF11_HO.png",-0.4,1.15,"Positive faces","purple"
"AF12_HC.png",-1,1.55,"Positive faces","purple"
"AF12_HO.png",-0.2,1.35,"Positive faces","purple"
"AG_0086.png",-0.35,1.45,"Positive faces","purple"
"AM01_HC.png",-0.75,0.9,"Positive faces","purple"
"AM01_HO.png",-0.7,1.375,"Positive faces","purple"
"AM02_HC.png",-1.1,1.45,"Positive faces","purple"
"AM02_HO.png",-0.6,1.65,"Positive faces","purple"
"AM03_HC.png",-1.14285714285714,1.85714285714286,"Positive faces","purple"
"AM03_HO.png",-1.28571428571429,1.23809523809524,"Positive faces","purple"
"AM04_HC.png",-1.3,1.7,"Positive faces","purple"
"AM04_HO.png",0,1.15,"Positive faces","purple"
"AM05_HC.png",-0.95,0.9,"Positive faces","purple"
"AM05_HO.png",-0.925,1.5,"Positive faces","purple"
"AM06_HC.png",-0.3,0.9,"Positive faces","purple"
"AM06_HO.png",-1.05,1.35,"Positive faces","purple"
"AM07_HC.png",-0.85,0.9,"Positive faces","purple"
"AM07_HO.png",-0.75,1.4,"Positive faces","purple"
"AM08_HC.png",-0.571428571428571,0.19047619047619,"Positive faces","purple"
"AM08_HO.png",-0.7,0.65,"Positive faces","purple"
"AM09_HC.png",-0.7,0.65,"Positive faces","purple"
"AM09_HO.png",-0.707317073170732,1.5609756097561,"Positive faces","purple"
"AM10_HC.png",-0.9,1.175,"Positive faces","purple"
"AM10_HO.png",-0.85,1.35,"Positive faces","purple"
"AM11_HC.png",-0.65,0.525,"Positive faces","purple"
"AM11_HO.png",-0.85,1.05,"Positive faces","purple"
"BF01_HC.png",-0.45,1.15,"Positive faces","purple"
"BF01_HO.png",-0.95,1.4,"Positive faces","purple"
"BF02_HC.png",-0.9,0.925,"Positive faces","purple"
"BF02_HO.png",-0.95,1.45,"Positive faces","purple"
"BF03_HC.png",-0.7,1.3,"Positive faces","purple"
"BF03_HO.png",-0.5,1.4,"Positive faces","purple"
"BF04_HC.png",-0.625,1.35,"Positive faces","purple"
"BF04_HO.png",-0.45,1.35,"Positive faces","purple"
"BF05_HC.png",-0.625,1.525,"Positive faces","purple"
"BF05_HO.png",-0.05,0.6,"Positive faces","purple"
"BF06_HC.png",-1,1.3,"Positive faces","purple"
"BF06_HO.png",-0.8,1.575,"Positive faces","purple"
"BF07_HC.png",-1.05,1.3,"Positive faces","purple"
"BF07_HO.png",-0.9,1.5,"Positive faces","purple"
"BF08_HC.png",-1.05,0.95,"Positive faces","purple"
"BF08_HO.png",-0.7,1.35,"Positive faces","purple"
"BF09_HC.png",-0.9,0.95,"Positive faces","purple"
"BF09_HO.png",0.25,0.65,"Positive faces","purple"
"BF10_HC.png",-1.1,1.5,"Positive faces","purple"
"BF10_HO.png",-1.3,1.15,"Positive faces","purple"
"BF12_HC.png",-0.65,1,"Positive faces","purple"
"BF12_HO.png",-0.05,1.2,"Positive faces","purple"
"BF13_AC.png",0.195121951219512,-0.219512195121951,"Positive faces","purple"
"BF13_HC.png",-1,1.5,"Positive faces","purple"
"BF13_HO.png",-0.65,1.35,"Positive faces","purple"
"BF14_HC.png",-0.875,1.4,"Positive faces","purple"
"BF14_HO.png",-1.1,1.4,"Positive faces","purple"
"BF15_HC.png",-1.1,1.75,"Positive faces","purple"
"BF15_HO.png",0.05,0.8,"Positive faces","purple"
"BF16_HC.png",-1.05,1.3,"Positive faces","purple"
"BF16_HO.png",-0.146341463414634,1.09756097560976,"Positive faces","purple"
"BF17_HC.png",-0.8,1.2,"Positive faces","purple"
"BF17_HO.png",-0.8,1.6,"Positive faces","purple"
"BF18_HC.png",-1,1.6,"Positive faces","purple"
"BF18_HO.png",-0.05,1.2,"Positive faces","purple"
"BF19_HC.png",-1,1.75,"Positive faces","purple"
"BF19_HO.png",-0.390243902439024,1.58536585365854,"Positive faces","purple"
"BF20_HC.png",-0.2,0.05,"Positive faces","purple"
"BF20_HO.png",-0.45,1.25,"Positive faces","purple"
"BF21_HC.png",-0.9,1.2,"Positive faces","purple"
"BF21_HO.png",-0.8,1.65,"Positive faces","purple"
"BM01_HC.png",-0.8,1.2,"Positive faces","purple"
"BM01_HO.png",-0.95,1.2,"Positive faces","purple"
"BM02_HC.png",-0.85,1.15,"Positive faces","purple"
"BM02_HO.png",-0.80952380952381,0.714285714285714,"Positive faces","purple"
"BM03_HC.png",-1.1,1.3,"Positive faces","purple"
"BM03_HO.png",-0.55,1.525,"Positive faces","purple"
"BM04_HC.png",-1.1,1.45,"Positive faces","purple"
"BM04_HO.png",-0.95,1.45,"Positive faces","purple"
"BM05_HC.png",-1.26829268292683,1.51219512195122,"Positive faces","purple"
"BM05_HO.png",-0.439024390243902,1.36585365853659,"Positive faces","purple"
"BM06_HC.png",-1.15,1.5,"Positive faces","purple"
"BM06_HO.png",-0.952380952380952,1.19047619047619,"Positive faces","purple"
"BM07_HC.png",-0.45,1.35,"Positive faces","purple"
"BM07_HO.png",-0.3,1.05,"Positive faces","purple"
"BM08_HC.png",-0.85,0.9,"Positive faces","purple"
"BM08_HO.png",-1.28571428571429,1.57142857142857,"Positive faces","purple"
"BM09_HC.png",-0.65,0.95,"Positive faces","purple"
"BM09_HO.png",-0.95,1.6,"Positive faces","purple"
"BM11_HC.png",-0.5,1.3,"Positive faces","purple"
"BM11_HO.png",-0.25,1.15,"Positive faces","purple"
"BM12_HC.png",-1.3,1.65,"Positive faces","purple"
"BM12_HO.png",0.1,1.15,"Positive faces","purple"
"BM13_HC.png",-1.05,1.65,"Positive faces","purple"
"BM13_HO.png",-0.6,0.95,"Positive faces","purple"
"BM14_HC.png",-0.55,0.1,"Positive faces","purple"
"BM14_HO.png",-0.9,1.2,"Positive faces","purple"
"BM15_HC.png",-0.75,1.3,"Positive faces","purple"
"BM15_HO.png",-0.85,1.35,"Positive faces","purple"
"BM16_HC.png",-1,1.55,"Positive faces","purple"
"BM16_HO.png",-1.05,1.25,"Positive faces","purple"
"BM17_HC.png",-0.8,1.05,"Positive faces","purple"
"BM17_HO.png",-0.75,1.2,"Positive faces","purple"
"BM18_HC.png",-1.36585365853659,1.68292682926829,"Positive faces","purple"
"BM18_HO.png",-1,1.35,"Positive faces","purple"
"CFD.BF.001.018.HO.png",-1,1.5,"Positive faces","purple"
"CFD.BF.001.021.HC.png",-0.8,1.3,"Positive faces","purple"
"CFD.BF.002.004.HO.png",-0.95,1.5,"Positive faces","purple"
"CFD.BF.002.006.HC.png",-0.45,1.3,"Positive faces","purple"
"CFD.BF.003.007.HC.png",-1.3,1.45,"Positive faces","purple"
"CFD.BF.004.008.HC.png",-0.925,1.025,"Positive faces","purple"
"CFD.BM.002.011.HC.png",-0.7,1.45,"Positive faces","purple"
"CFD.BM.009.006.HC.png",-0.9,1.3,"Positive faces","purple"
"CFD.BM.011.019.HC.png",-0.85,1.5,"Positive faces","purple"
"CFD.BM.013.014.HC.png",-1.55,1.8,"Positive faces","purple"
"CFD.BM.015.017.HC.png",-0.7,0.8,"Positive faces","purple"
"CFD.BM.017.052.HC.png",-0.85,1.15,"Positive faces","purple"
"CFD.BM.018.004.HC.png",-0.85,1.35,"Positive faces","purple"
"CFD.WF.001.009.HO.png",-0.7,1.55,"Positive faces","purple"
"CFD.WF.001.010.HC.png",-0.9,1.55,"Positive faces","purple"
"CFD.WF.002.008.HC.png",-0.95,1.25,"Positive faces","purple"
"CFD.WF.003.004.HO.png",-0.9,1.55,"Positive faces","purple"
"CFD.WF.003.007.HC.png",-0.65,1.45,"Positive faces","purple"
"CFD.WF.005.013.HO.png",0.3,0.85,"Positive faces","purple"
"CFD.WF.005.016.HC.png",-0.85,1.6,"Positive faces","purple"
"CFD.WF.006.003.HC.png",-0.904761904761905,1.28571428571429,"Positive faces","purple"
"CFD.WF.006.006.HO.png",-0.25,1.2,"Positive faces","purple"
"CFD.WF.007.003.HO.png",-1.05,1.85,"Positive faces","purple"
"CFD.WF.007.005.HC.png",-0.8,1.4,"Positive faces","purple"
"CFD.WF.008.003.HO.png",-0.6,1.5,"Positive faces","purple"
"CFD.WF.008.005.HC.png",-0.7,1.05,"Positive faces","purple"
"CFD.WF.009.004.HO.png",-0.35,1.15,"Positive faces","purple"
"CFD.WF.009.006.HC.png",-0.9,1.525,"Positive faces","purple"
"CFD.WF.010.006.HO.png",-1,1.65,"Positive faces","purple"
"CFD.WF.010.008.HC.png",-0.560975609756098,0.268292682926829,"Positive faces","purple"
"CFD.WF.011.003.HO.png",-0.9,1.5,"Positive faces","purple"
"CFD.WF.011.006.HC.png",-1.15,1.6,"Positive faces","purple"
"CFD.WF.012.004.HC.png",-0.35,1.5,"Positive faces","purple"
"CFD.WF.012.007.HO.png",-1.15,1.65,"Positive faces","purple"
"CFD.WF.013.006.HO.png",-0.975,1.55,"Positive faces","purple"
"CFD.WF.013.009.HC.png",-1.1,1.35,"Positive faces","purple"
"CFD.WF.014.004.HO.png",-1.19047619047619,1.80952380952381,"Positive faces","purple"
"CFD.WF.014.009.HC.png",-0.65,0.85,"Positive faces","purple"
"CFD.WF.015.022.HO.png",-0.8,1,"Positive faces","purple"
"CFD.WF.015.023.HC.png",-0.65,1.45,"Positive faces","purple"
"CFD.WF.016.003.HO.png",-0.55,1.6,"Positive faces","purple"
"CFD.WF.016.017.HC.png",-0.9,1.35,"Positive faces","purple"
"CFD.WF.017.015.HO.png",-0.65,1.55,"Positive faces","purple"
"CFD.WF.017.016.HC.png",-1.175,1.5,"Positive faces","purple"
"CFD.WF.018.018.HO.png",-1.1,1.2,"Positive faces","purple"
"CFD.WF.018.019.HC.png",-1.05,1.4,"Positive faces","purple"
"CFD.WF.019.032.HC.png",-1.05,1.425,"Positive faces","purple"
"CFD.WF.019.035.HO.png",-0.2,1.5,"Positive faces","purple"
"CFD.WF.020.007.HC.png",-1.23809523809524,1.66666666666667,"Positive faces","purple"
"CFD.WF.020.023.HO.png",-0.9,1.7,"Positive faces","purple"
"CFD.WF.021.006.HC.png",-0.8,1.2,"Positive faces","purple"
"CFD.WF.021.016.HO.png",-0.55,1.1,"Positive faces","purple"
"CFD.WF.022.007.HC.png",-0.85,1.8,"Positive faces","purple"
"CFD.WF.022.019.HO.png",-0.3,1.6,"Positive faces","purple"
"CFD.WF.023.020.HO.png",-1.14285714285714,1.80952380952381,"Positive faces","purple"
"CFD.WF.023.021.HC.png",-0.35,1.15,"Positive faces","purple"
"CFD.WF.024.006.HO.png",-0.45,1.725,"Positive faces","purple"
"CFD.WF.024.010.HC.png",-0.8,1.3,"Positive faces","purple"
"CFD.WF.025.006.HO.png",0,1,"Positive faces","purple"
"CFD.WF.025.023.HC.png",-1.3,1.65,"Positive faces","purple"
"CFD.WF.026.008.A.png",0.7,-1.35,"Positive faces","purple"
"CFD.WF.026.017.HO.png",-0.75,1.45,"Positive faces","purple"
"CFD.WF.026.018.HC.png",-0.8,1.15,"Positive faces","purple"
"CFD.WF.027.007.HC.png",-1.2,1.5,"Positive faces","purple"
"CFD.WF.027.021.HO.png",-0.1,1.35,"Positive faces","purple"
"CFD.WF.028.024.HO.png",-0.619047619047619,1.66666666666667,"Positive faces","purple"
"CFD.WF.028.025.HC.png",-0.904761904761905,1.38095238095238,"Positive faces","purple"
"CFD.WF.029.021.HO.png",-0.5,1.3,"Positive faces","purple"
"CFD.WF.029.023.HC.png",-0.9,1.4,"Positive faces","purple"
"CFD.WF.030.003.HO.png",-0.6,1.5,"Positive faces","purple"
"CFD.WF.030.031.HC.png",-1.05,1.3,"Positive faces","purple"
"CFD.WF.031.005.HO.png",0.5,0.9,"Positive faces","purple"
"CFD.WF.031.009.HC.png",-1.05,1.9,"Positive faces","purple"
"CFD.WF.033.005.HO.png",-0.6,1.6,"Positive faces","purple"
"CFD.WF.033.041.HC.png",-1.1,1.3,"Positive faces","purple"
"CFD.WF.034.033.HO.png",-1.3,1.4,"Positive faces","purple"
"CFD.WF.034.061.HC.png",-1.025,1.35,"Positive faces","purple"
"CFD.WF.035.027.HO.png",-1,1.65,"Positive faces","purple"
"CFD.WF.035.030.HC.png",-1.1,1.3,"Positive faces","purple"
"CFD.WF.036.026.HO.png",-0.6,1.85,"Positive faces","purple"
"CFD.WF.036.030.HC.png",-1.05,1,"Positive faces","purple"
"CFD.WF.037.034.HC.png",-1.25,1.55,"Positive faces","purple"
"CFD.WF.038.023.HO.png",-0.35,1.05,"Positive faces","purple"
"CFD.WF.038.027.HC.png",-0.925,1.65,"Positive faces","purple"
"CFD.WF.039.005.HO.png",-1.35,1.45,"Positive faces","purple"
"CFD.WF.039.008.HC.png",-1.2,1.3,"Positive faces","purple"
"CFD.WM.001.007.HC.png",-0.857142857142857,1.0952380952381,"Positive faces","purple"
"CFD.WM.001.011.HO.png",-0.9,1.35,"Positive faces","purple"
"CFD.WM.002.007.HO.png",-0.65,1.6,"Positive faces","purple"
"CFD.WM.002.008.HC.png",-0.7,1.45,"Positive faces","purple"
"CFD.WM.003.003.HO.png",-0.675,1.575,"Positive faces","purple"
"CFD.WM.003.006.HC.png",-0.55,1.05,"Positive faces","purple"
"CFD.WM.004.005.HC.png",-1.66666666666667,1.9047619047619,"Positive faces","purple"
"CFD.WM.004.006.HO.png",0,1.5,"Positive faces","purple"
"CFD.WM.006.010.HO.png",-0.1,0.85,"Positive faces","purple"
"CFD.WM.006.013.HC.png",-0.9,1.5,"Positive faces","purple"
"CFD.WM.009.004.HO.png",-0.95,1.575,"Positive faces","purple"
"CFD.WM.009.006.HC.png",-1.4,1.55,"Positive faces","purple"
"CFD.WM.010.004.HO.png",-0.65,0.9,"Positive faces","purple"
"CFD.WM.010.007.HC.png",-0.5,0.55,"Positive faces","purple"
"CFD.WM.011.003.HO.png",-0.75,1.45,"Positive faces","purple"
"CFD.WM.011.006.HC.png",-1.1,1.25,"Positive faces","purple"
"CFD.WM.012.005.HO.png",-1.05,1.65,"Positive faces","purple"
"CFD.WM.012.007.HC.png",-0.65,1.35,"Positive faces","purple"
"CFD.WM.013.006.HO.png",-0.55,1.35,"Positive faces","purple"
"CFD.WM.013.008.HC.png",-0.35,0.6,"Positive faces","purple"
"CFD.WM.014.004.HO.png",-0.9,1.5,"Positive faces","purple"
"CFD.WM.014.008.HC.png",-1,1.4,"Positive faces","purple"
"CFD.WM.015.005.HO.png",-1,1.4,"Positive faces","purple"
"CFD.WM.015.009.HC.png",-0.9,1.15,"Positive faces","purple"
"CFD.WM.016.002.HO.png",-0.55,1.45,"Positive faces","purple"
"CFD.WM.016.005.HC.png",-0.75,1.35,"Positive faces","purple"
"CFD.WM.017.003.HC.png",-0.75,0.75,"Positive faces","purple"
"CFD.WM.017.005.HO.png",-0.45,1.25,"Positive faces","purple"
"CFD.WM.018.004.HO.png",-0.5,1.2,"Positive faces","purple"
"CFD.WM.018.005.HC.png",-0.25,0.2,"Positive faces","purple"
"CFD.WM.019.006.HC.png",-0.85,0.8,"Positive faces","purple"
"CFD.WM.019.009.HO.png",-0.95,1.3,"Positive faces","purple"
"CFD.WM.020.003.HO.png",-1.2,1.6,"Positive faces","purple"
"CFD.WM.020.005.HC.png",-0.6,1.4,"Positive faces","purple"
"CFD.WM.021.004.HO.png",-0.4,1.25,"Positive faces","purple"
"CFD.WM.021.006.HC.png",-0.55,1.45,"Positive faces","purple"
"CFD.WM.022.003.HC.png",-0.8,1.45,"Positive faces","purple"
"CFD.WM.022.005.HO.png",-0.7,1.45,"Positive faces","purple"
"CFD.WM.023.004.HO.png",-0.45,1.65,"Positive faces","purple"
"CFD.WM.023.007.HC.png",-1,1.2,"Positive faces","purple"
"CFD.WM.024.003.HO.png",-0.2,1.65,"Positive faces","purple"
"CFD.WM.024.007.HC.png",-1.35,1.65,"Positive faces","purple"
"CFD.WM.025.018.HC.png",-1.2,1.35,"Positive faces","purple"
"CFD.WM.025.019.HO.png",-0.425,1.6,"Positive faces","purple"
"CFD.WM.026.004.HC.png",-0.65,1,"Positive faces","purple"
"CFD.WM.026.006.HO.png",-0.5,1.55,"Positive faces","purple"
"CFD.WM.028.007.HO.png",-0.8,1.1,"Positive faces","purple"
"CFD.WM.029.009.HC.png",-0.95,1.35,"Positive faces","purple"
"CFD.WM.029.029.HO.png",-1.1,1.15,"Positive faces","purple"
"CFD.WM.031.004.HO.png",-0.9,1.45,"Positive faces","purple"
"CFD.WM.031.038.HC.png",-0.7,1.1,"Positive faces","purple"
"CFD.WM.032.004.HO.png",-0.7,1.45,"Positive faces","purple"
"CFD.WM.032.008.HC.png",-0.85,1.35,"Positive faces","purple"
"CFD.WM.033.006.HC.png",-1.1,1.2,"Positive faces","purple"
"CFD.WM.033.007.HO.png",-1.23809523809524,1.47619047619048,"Positive faces","purple"
"CFD.WM.034.032.HC.png",-0.65,1.65,"Positive faces","purple"
"CFD.WM.034.035.HO.png",-1,1.35,"Positive faces","purple"
"CFD.WM.035.033.HO.png",-0.35,1.75,"Positive faces","purple"
"CFD.WM.035.036.HC.png",-1.05,1.55,"Positive faces","purple"
"CFD.WM.036.034.HO.png",-0.45,0.7,"Positive faces","purple"
"CFD.WM.036.037.HC.png",-0.571428571428571,0.523809523809524,"Positive faces","purple"
"CFD.WM.037.033.HC.png",-0.853658536585366,1.26829268292683,"Positive faces","purple"
"CFD.WM.037.034.HO.png",-0.9,1.35,"Positive faces","purple"
"CFD.WM.038.005.HO.png",-0.4,1.05,"Positive faces","purple"
"CFD.WM.038.007.HC.png",-0.3,1.3,"Positive faces","purple"
"CFD.WM.039.004.HC.png",-0.65,0.45,"Positive faces","purple"
"CFD.WM.039.008.HO.png",-0.45,1.5,"Positive faces","purple"
"CFD.WM.040.023.HO.png",-1.1,1.55,"Positive faces","purple"
"CFD.WM.040.025.HC.png",-0.55,1,"Positive faces","purple"
"CFD.WM.041.023.HC.png",-0.95,1.15,"Positive faces","purple"
"dc_0139_E.png",-0.75,1.45,"Positive faces","purple"
"HF01_HC.png",-1.15,1.6,"Positive faces","purple"
"HF01_HO.png",-1.05,1.6,"Positive faces","purple"
"HF02_HC.png",-0.85,1.45,"Positive faces","purple"
"HF02_HO.png",-0.7,1.45,"Positive faces","purple"
"HF03_HC.png",-1.025,1.175,"Positive faces","purple"
"HF03_HO.png",-1.55,1.8,"Positive faces","purple"
"HF04_HC.png",-0.85,1.25,"Positive faces","purple"
"HF04_HO.png",-1.4,1.7,"Positive faces","purple"
"HF05_HC.png",-0.9,1.55,"Positive faces","purple"
"HF05_HO.png",-0.75,1.15,"Positive faces","purple"
"HF07_HC.png",-0.7,0.95,"Positive faces","purple"
"HF07_HO.png",-0.45,1.25,"Positive faces","purple"
"HF08_HC.png",-1.15,0.95,"Positive faces","purple"
"HF08_HO.png",-0.25,1.2,"Positive faces","purple"
"HF09_HC.png",-0.05,1.25,"Positive faces","purple"
"HF09_HO.png",-0.1,1.35,"Positive faces","purple"
"HF10_HC.png",-1.25,1.4,"Positive faces","purple"
"HF10_HO.png",-0.8,1.5,"Positive faces","purple"
"HM01_HC.png",-1,1.2,"Positive faces","purple"
"HM01_HO.png",-1.19047619047619,1.47619047619048,"Positive faces","purple"
"HM02_HC.png",-0.85,0.95,"Positive faces","purple"
"HM02_HO.png",-0.95,1.35,"Positive faces","purple"
"HM03_HC.png",-0.85,0.9,"Positive faces","purple"
"HM03_HO.png",-1.02439024390244,1.4390243902439,"Positive faces","purple"
"HM04_HC.png",-0.5,1.1,"Positive faces","purple"
"HM04_HO.png",-0.6,1.2,"Positive faces","purple"
"HM05_HC.png",-0.95,1.025,"Positive faces","purple"
"HM05_HO.png",-0.65,1.5,"Positive faces","purple"
"HM06_HC.png",-1,1.85,"Positive faces","purple"
"HM06_HO.png",-0.7,0.8,"Positive faces","purple"
"HM07_HC.png",-1.075,1.35,"Positive faces","purple"
"HM07_HO.png",-0.85,1.55,"Positive faces","purple"
"HM08_HC.png",-0.3,1.2,"Positive faces","purple"
"HM08_HO.png",-0.35,0.8,"Positive faces","purple"
"HM09_HC.png",-1,1.15,"Positive faces","purple"
"HM09_HO.png",-0.714285714285714,1.14285714285714,"Positive faces","purple"
"HM10_HC.png",-0.875,0.975,"Positive faces","purple"
"HM10_HO.bmp",-0.9,1.15,"Positive faces","purple"
"HM10_HO.png",-0.55,1.1,"Positive faces","purple"
"HM11_HC.png",-0.9,1.2,"Positive faces","purple"
"HM11_HO.png",-0.857142857142857,1.66666666666667,"Positive faces","purple"
"HW_0068.png",-0.7,1.45,"Positive faces","purple"
"JG_0024.png",-0.75,1.3,"Positive faces","purple"
"JS_0281.png",-0.9,1.35,"Positive faces","purple"
"KA_0043.png",-0.85,0.7,"Positive faces","purple"
"KL_0092.png",-1.04761904761905,1.38095238095238,"Positive faces","purple"
"KM_0137.png",-0.2,0.7,"Positive faces","purple"
"KO_0277.png",-0.1,1.05,"Positive faces","purple"
"KP_0051.png",-1.05,1.1,"Positive faces","purple"
"KS_4222.png",-0.85,1.4,"Positive faces","purple"
"MB_0048.png",0,1.05,"Positive faces","purple"
"MG_0330.png",-0.275,1.075,"Positive faces","purple"
"MJ_0066.png",-1.1,1.5,"Positive faces","purple"
"MK_0040.png",-0.8,1.55,"Positive faces","purple"
"MK1_0087.png",-0.9,0.95,"Positive faces","purple"
"MK1_0461.png",1.4,-1.2,"Positive faces","purple"
"MR_0055.png",-0.45,1.6,"Positive faces","purple"
"MR1_0132.png",-0.2,1.15,"Positive faces","purple"
"MR2_0063.png",-0.45,1.45,"Positive faces","purple"
"MS_0291.png",-0.3,1.4,"Positive faces","purple"
"OG_6189.png",-0.761904761904762,1.23809523809524,"Positive faces","purple"
"PA_0112.png",-0.55,1.35,"Positive faces","purple"
"PB_0499.png",-0.25,1.05,"Positive faces","purple"
"PO_0124.png",-0.761904761904762,1.61904761904762,"Positive faces","purple"
"PS_0236.png",-1,1.2,"Positive faces","purple"
"RA_0317.png",-0.25,1.2,"Positive faces","purple"
"RB_0329.png",-0.2,0.75,"Positive faces","purple"
"SO_0028.png",-0.476190476190476,0.761904761904762,"Positive faces","purple"
"SS_0018.png",-0.9,1.65,"Positive faces","purple"
"WF01_HC.png",0,1.3,"Positive faces","purple"
"WF01_HO.png",0.55,0.6,"Positive faces","purple"
"WF02_HC.png",-0.75,0.25,"Positive faces","purple"
"WF02_HO.png",-0.9,1.45,"Positive faces","purple"
"WF03_HC.png",-0.1,0.95,"Positive faces","purple"
"WF03_HO.png",-0.780487804878049,1.68292682926829,"Positive faces","purple"
"WF04_HC.png",-0.5,1.35,"Positive faces","purple"
"WF04_HO.png",-0.05,1.3,"Positive faces","purple"
"WF05_HC.png",-0.925,1.15,"Positive faces","purple"
"WF05_HO.png",-0.35,1.1,"Positive faces","purple"
"WF06_HC.png",-0.75,1.5,"Positive faces","purple"
"WF06_HO.png",-0.8,1.2,"Positive faces","purple"
"WF07_HC.png",-0.5,0.75,"Positive faces","purple"
"WF07_HO.png",-0.45,1.65,"Positive faces","purple"
"WF08_HC.png",-1.15,1.55,"Positive faces","purple"
"WF08_HO.png",0.05,0.9,"Positive faces","purple"
"WF10_HC.png",-0.857142857142857,1.47619047619048,"Positive faces","purple"
"WF10_HO.png",-0.35,1.55,"Positive faces","purple"
"WF11_HC.png",-0.825,0.925,"Positive faces","purple"
"WF11_HO.png",-1.1,1.65,"Positive faces","purple"
"WF12_HC.png",-1.25,1.45,"Positive faces","purple"
"WF12_HO.png",-0.35,1.45,"Positive faces","purple"
"WF13_HC.png",-0.9,1.325,"Positive faces","purple"
"WF13_HO.png",-1,1.35,"Positive faces","purple"
"WF14_HC.png",-0.9,1.65,"Positive faces","purple"
"WF14_HO.png",-0.1,1.25,"Positive faces","purple"
"WF15_HC.png",-1,1.1,"Positive faces","purple"
"WF15_HO.png",-1.04761904761905,1.42857142857143,"Positive faces","purple"
"WM01_HC.png",-0.9,1.1,"Positive faces","purple"
"WM01_HO.png",-0.6,1.5,"Positive faces","purple"
"WM02_HC.png",-0.55,1.05,"Positive faces","purple"
"WM02_HO.png",-0.45,1.3,"Positive faces","purple"
"WM03_HC.png",-1.4,1.4,"Positive faces","purple"
"WM03_HO.png",-1.05,1.7,"Positive faces","purple"
"WM04_HC.png",-0.75,0.55,"Positive faces","purple"
"WM04_HO.png",-0.5,1.4,"Positive faces","purple"
"WM05_HC.png",-0.3,0.8,"Positive faces","purple"
"WM05_HO.png",-0.2,1.2,"Positive faces","purple"
"WM06_HC.png",-0.5,1.3,"Positive faces","purple"
"WM06_HO.png",-0.5,1.2,"Positive faces","purple"
"WM07_HC.png",-1.15,1.3,"Positive faces","purple"
"WM07_HO.png",-0.2,1.05,"Positive faces","purple"
"WM08_HC.png",-0.85,1.05,"Positive faces","purple"
"WM08_HO.png",-1.1,1.55,"Positive faces","purple"
"WM09_HC.png",-1,1.7,"Positive faces","purple"
"WM09_HO.png",-0.857142857142857,1.0952380952381,"Positive faces","purple"
"WM10_HC.png",-0.35,1.45,"Positive faces","purple"
"WM10_HO.png",-0.15,1.15,"Positive faces","purple"
"WM11_HC.png",-0.75,1.5,"Positive faces","purple"
"WM11_HO.png",-0.25,1.3,"Positive faces","purple"
"WM12_HC.png",-1,1.4,"Positive faces","purple"
"WM12_HO.png",-0.95,1.25,"Positive faces","purple"
"WM13_HC.png",-0.45,0.95,"Positive faces","purple"
"WM13_HO.png",-0.9,1.6,"Positive faces","purple"
